REF_DATE,GEO,DGUID,Type_of_structure,Type_of_unit,VECTOR,COORDINATE,VALUE
2019,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Bachelor units,v3823893,46.1.1,655.0
2019,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,One bedroom units,v3824027,46.1.2,754.0
2019,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Two bedroom units,v3824161,46.1.3,855.0
2019,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Three bedroom units,v3824295,46.1.4,1070.0
2019,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Bachelor units,v3824429,46.4.1,672.0
2019,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,One bedroom units,v3824617,46.4.2,794.0
2019,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Two bedroom units,v3824805,46.4.3,873.0
2019,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Three bedroom units,v3824993,46.4.4,1072.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,879.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1109.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1244.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1401.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,1076.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1390.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1513.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,879.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1109.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1236.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1304.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,899.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1130.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1266.0
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1342.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,933.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1178.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1409.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1624.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,1093.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1396.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1530.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,933.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1178.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1410.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1819.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,941.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1185.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1413.0
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1765.0
2019,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,v3822835,125.3.1,1142.0
2019,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,v3822969,125.3.2,1361.0
2019,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,v3823103,125.3.3,1563.0
2019,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,v3823237,125.3.4,1730.0
2019,"Toronto, Ontario",2011S0503535,Row structures of three units and over,One bedroom units,v3823505,125.2.2,1503.0
2019,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,v3823639,125.2.3,1613.0
2019,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Three bedroom units,v3823773,125.2.4,1719.0
2019,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Bachelor units,v3823907,125.1.1,1141.0
2019,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,One bedroom units,v3824041,125.1.2,1361.0
2019,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Two bedroom units,v3824175,125.1.3,1562.0
2019,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Three bedroom units,v3824309,125.1.4,1732.0
2019,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Bachelor units,v3824443,125.4.1,1150.0
2019,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,One bedroom units,v3824631,125.4.2,1363.0
2019,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Two bedroom units,v3824819,125.4.3,1562.0
2019,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,v3825007,125.4.4,1734.0
2019,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Bachelor units,v3822837,184.3.1,1227.0
2019,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,One bedroom units,v3822971,184.3.2,1382.0
2019,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Two bedroom units,v3823105,184.3.3,1752.0
2019,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Three bedroom units,v3823239,184.3.4,1990.0
2019,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Bachelor units,v3823373,184.2.1,1344.0
2019,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,One bedroom units,v3823507,184.2.2,1346.0
2019,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Two bedroom units,v3823641,184.2.3,1881.0
2019,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Three bedroom units,v3823775,184.2.4,1907.0
2019,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Bachelor units,v3823909,184.1.1,1227.0
2019,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,One bedroom units,v3824043,184.1.2,1382.0
2019,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Two bedroom units,v3824177,184.1.3,1748.0
2019,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Three bedroom units,v3824311,184.1.4,2063.0
2019,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Bachelor units,v3824445,184.4.1,1229.0
2019,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,One bedroom units,v3824633,184.4.2,1385.0
2019,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Two bedroom units,v3824821,184.4.3,1750.0
2019,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Three bedroom units,v3825009,184.4.4,2076.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,631.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,791.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,949.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,1036.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,754.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,1046.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,631.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,791.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,950.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,1035.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,633.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,828.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,970.0
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,1070.0
2020,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Bachelor units,v3822821,46.3.1,702.0
2020,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,One bedroom units,v3822955,46.3.2,810.0
2020,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Two bedroom units,v3823089,46.3.3,903.0
2020,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Three bedroom units,v3823223,46.3.4,1113.0
2020,"Montréal, Quebec",2011S0503462,Row structures of three units and over,One bedroom units,v3823491,46.2.2,814.0
2020,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Two bedroom units,v3823625,46.2.3,1012.0
2020,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Three bedroom units,v3823759,46.2.4,1228.0
2020,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Bachelor units,v3823893,46.1.1,703.0
2020,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,One bedroom units,v3824027,46.1.2,810.0
2020,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Two bedroom units,v3824161,46.1.3,903.0
2020,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Three bedroom units,v3824295,46.1.4,1112.0
2020,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Bachelor units,v3824429,46.4.1,710.0
2020,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,One bedroom units,v3824617,46.4.2,860.0
2020,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Two bedroom units,v3824805,46.4.3,928.0
2020,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Three bedroom units,v3824993,46.4.4,1112.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,946.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1165.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1315.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1519.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,1124.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1421.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1597.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,945.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1165.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1310.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1451.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,955.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1188.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1344.0
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1446.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,1001.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1243.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1513.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1703.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,1124.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1452.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1614.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,1000.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1244.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1517.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1851.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,1004.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1249.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1521.0
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1742.0
2020,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,v3822835,125.3.1,1204.0
2020,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,v3822969,125.3.2,1421.0
2020,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,v3823103,125.3.3,1637.0
2020,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,v3823237,125.3.4,1854.0
2020,"Toronto, Ontario",2011S0503535,Row structures of three units and over,One bedroom units,v3823505,125.2.2,1597.0
2020,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,v3823639,125.2.3,1835.0
2020,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Three bedroom units,v3823773,125.2.4,1883.0
2020,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Bachelor units,v3823907,125.1.1,1204.0
2020,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,One bedroom units,v3824041,125.1.2,1421.0
2020,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Two bedroom units,v3824175,125.1.3,1635.0
2020,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Three bedroom units,v3824309,125.1.4,1848.0
2020,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Bachelor units,v3824443,125.4.1,1206.0
2020,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,One bedroom units,v3824631,125.4.2,1424.0
2020,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Two bedroom units,v3824819,125.4.3,1636.0
2020,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,v3825007,125.4.4,1834.0
2020,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Bachelor units,v3822837,184.3.1,1259.0
2020,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,One bedroom units,v3822971,184.3.2,1415.0
2020,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Two bedroom units,v3823105,184.3.3,1799.0
2020,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Three bedroom units,v3823239,184.3.4,2078.0
2020,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Bachelor units,v3823373,184.2.1,1549.0
2020,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,One bedroom units,v3823507,184.2.2,1356.0
2020,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Two bedroom units,v3823641,184.2.3,2106.0
2020,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Three bedroom units,v3823775,184.2.4,1940.0
2020,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Bachelor units,v3823909,184.1.1,1258.0
2020,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,One bedroom units,v3824043,184.1.2,1415.0
2020,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Two bedroom units,v3824177,184.1.3,1792.0
2020,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Three bedroom units,v3824311,184.1.4,2206.0
2020,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Bachelor units,v3824445,184.4.1,1259.0
2020,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,One bedroom units,v3824633,184.4.2,1418.0
2020,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Two bedroom units,v3824821,184.4.3,1793.0
2020,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Three bedroom units,v3825009,184.4.4,2222.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,652.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,857.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,1034.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,1087.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,885.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,1062.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,652.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,857.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,1035.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,1087.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,676.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,888.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,1058.0
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,1158.0
2021,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Bachelor units,v3822821,46.3.1,712.0
2021,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,One bedroom units,v3822955,46.3.2,821.0
2021,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Two bedroom units,v3823089,46.3.3,932.0
2021,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Three bedroom units,v3823223,46.3.4,1146.0
2021,"Montréal, Quebec",2011S0503462,Row structures of three units and over,One bedroom units,v3823491,46.2.2,780.0
2021,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Two bedroom units,v3823625,46.2.3,1027.0
2021,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Three bedroom units,v3823759,46.2.4,1356.0
2021,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Bachelor units,v3823893,46.1.1,712.0
2021,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,One bedroom units,v3824027,46.1.2,821.0
2021,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Two bedroom units,v3824161,46.1.3,932.0
2021,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Three bedroom units,v3824295,46.1.4,1144.0
2021,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Bachelor units,v3824429,46.4.1,733.0
2021,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,One bedroom units,v3824617,46.4.2,880.0
2021,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Two bedroom units,v3824805,46.4.3,967.0
2021,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Three bedroom units,v3824993,46.4.4,1167.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,1007.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1204.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1379.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1546.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,1152.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1473.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1709.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,1005.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1204.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1375.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1414.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,1014.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1225.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1408.0
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1483.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,1061.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1280.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1547.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1779.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,1177.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1503.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1726.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,1059.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1280.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1550.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1881.0
